accuracy,loss,val_accuracy,val_loss
0.33766528964042664,0.16583621501922607,0.4176291823387146,0.046498168259859085
0.3835689425468445,0.05393125116825104,0.3966565430164337,0.033115267753601074
0.38660889863967896,0.04288923740386963,0.40911853313446045,0.028152629733085632
0.37361299991607666,0.037135254591703415,0.3310030400753021,0.024653080850839615
0.37330901622772217,0.03414267301559448,0.25045591592788696,0.02191624790430069
0.35818514227867126,0.03053916245698929,0.25471124053001404,0.019364116713404655
0.3407812714576721,0.027452802285552025,0.2367781102657318,0.01679469831287861
0.35491716861724854,0.02514895610511303,0.25106382369995117,0.015153326094150543
0.36981305480003357,0.023124735802412033,0.30455926060676575,0.013102409429848194
0.35742515325546265,0.021666327491402626,0.3015197515487671,0.012431777082383633
0.36646905541419983,0.018587397411465645,0.3030395209789276,0.0105766411870718
0.3868369162082672,0.0172743983566761,0.3951367735862732,0.010793776251375675
0.36487308144569397,0.015255648642778397,0.23860181868076324,0.008052913472056389
0.3325733542442322,0.014920958317816257,0.2203647345304489,0.007988368161022663
0.3316613435745239,0.014319449663162231,0.22948327660560608,0.007192998193204403
0.3175254464149475,0.012433205731213093,0.21884498000144958,0.006535767111927271
0.33310532569885254,0.011130661703646183,0.23373860120773315,0.006569076329469681
0.3354613184928894,0.011613522656261921,0.2844984829425812,0.006448107305914164
0.34480923414230347,0.011084381490945816,0.3194528818130493,0.006363031920045614
0.3347013294696808,0.010282848961651325,0.23981763422489166,0.005251391790807247
0.3193494379520416,0.009534751996397972,0.2258358597755432,0.004638338461518288
0.29943761229515076,0.010135001502931118,0.2148936241865158,0.005682883318513632
0.3034655749797821,0.008998731151223183,0.22613981366157532,0.005185744259506464
0.2953336238861084,0.009734035469591618,0.22066868841648102,0.0051297275349497795
0.3077215254306793,0.008398978039622307,0.2258358597755432,0.0038794109132140875
0.297537624835968,0.008486640639603138,0.22097264230251312,0.004964987747371197
0.2967016398906708,0.007680736482143402,0.20182371139526367,0.005642110947519541
0.2752698063850403,0.008385758846998215,0.19969604909420013,0.005079976283013821
0.2651618719100952,0.007205906789749861,0.19604863226413727,0.0048926775343716145
0.2657698690891266,0.007319221738725901,0.19361701607704163,0.004877770319581032
0.25854992866516113,0.007719621993601322,0.2024316042661667,0.0037786909379065037
0.2655418813228607,0.006549213547259569,0.20486322045326233,0.0039887810125947
0.2791457772254944,0.006501303985714912,0.20729483664035797,0.004613019991666079
0.28887370228767395,0.006883096881210804,0.20972643792629242,0.003715222468599677
0.276485800743103,0.006726699881255627,0.20607902109622955,0.0034533143043518066
0.2671378552913666,0.0067370678298175335,0.20030395686626434,0.004969821311533451
0.2701018452644348,0.00608316482976079,0.1984802484512329,0.0036805840209126472
0.2587019205093384,0.007035022601485252,0.19635258615016937,0.0033080996945500374
0.2532299757003784,0.006160881835967302,0.19665654003620148,0.0035482568200677633
0.25056999921798706,0.007330655585974455,0.18389058113098145,0.006392050534486771
0.24760602414608002,0.006455243099480867,0.18936170637607574,0.004702506586909294
0.24380604922771454,0.00616575637832284,0.18905775249004364,0.0041580512188375
0.24418604373931885,0.005699546076357365,0.18449847400188446,0.0037038465961813927
0.23970207571983337,0.006190759129822254,0.18936170637607574,0.0049977716989815235
0.24129806458950043,0.0059004053473472595,0.18419453501701355,0.0046950145624578
0.2362821102142334,0.005072449799627066,0.1863221824169159,0.002960742684081197
0.23164615035057068,0.006016305647790432,0.18054711818695068,0.004242201801389456
0.22457820177078247,0.005880502052605152,0.1872340440750122,0.003504127496853471
0.22799818217754364,0.0059708659537136555,0.18814589083194733,0.0028567747212946415
0.22655418515205383,0.005264689214527607,0.18328267335891724,0.0023858339991420507
