accuracy,loss,val_accuracy,val_loss
0.8957288265228271,0.23260930180549622,0.9425531625747681,0.1367882937192917
0.9438364505767822,0.1362724006175995,0.9431610703468323,0.12566544115543365
0.9494603872299194,0.12495295703411102,0.9519757032394409,0.11955685168504715
0.9515883922576904,0.11786636710166931,0.9522796273231506,0.11659624427556992
0.9534123539924622,0.11439120024442673,0.9519757032394409,0.11333929002285004
0.9542483687400818,0.10981924831867218,0.950455904006958,0.11479471623897552
0.9550843834877014,0.1087365597486496,0.9498479962348938,0.10972628742456436
0.9561483263969421,0.10716336965560913,0.9495440721511841,0.11100133508443832
0.95516037940979,0.10466569662094116,0.9513677954673767,0.11244908720254898
0.9559963345527649,0.10472550243139267,0.9519757032394409,0.11294011026620865
0.954400360584259,0.10529714822769165,0.9483282566070557,0.10908153653144836
0.9550083875656128,0.10452857613563538,0.9510638117790222,0.10932724922895432
0.9558443427085876,0.10336410254240036,0.9519757032394409,0.1091919019818306
0.9556923508644104,0.10345050692558289,0.9507598876953125,0.10875988006591797
0.9572123289108276,0.10101744532585144,0.9525836110115051,0.10808323323726654
0.9547803401947021,0.10208813846111298,0.9501519799232483,0.10699620842933655
0.953640341758728,0.10110850632190704,0.953495442867279,0.10767011344432831
0.9566803574562073,0.10006707161664963,0.954407274723053,0.10659851133823395
0.9568323493003845,0.09910613298416138,0.9522796273231506,0.10642792284488678
0.95652836561203,0.09768792241811752,0.9501519799232483,0.10720109194517136
0.9559963345527649,0.0975988432765007,0.9531915187835693,0.105328269302845
0.9544763565063477,0.09843207895755768,0.9522796273231506,0.10493022203445435
0.9548563361167908,0.09925493597984314,0.9528875350952148,0.10573411732912064
0.9559203386306763,0.09748981893062592,0.9519757032394409,0.1070738434791565
0.9575923681259155,0.09614555537700653,0.9541033506393433,0.10518507659435272
0.9541723728179932,0.09651830047369003,0.9522796273231506,0.10445249825716019
0.9538683891296387,0.09765477478504181,0.9531915187835693,0.10615013539791107
0.9559963345527649,0.09437842667102814,0.9541033506393433,0.10470754653215408
0.9554643630981445,0.0964588150382042,0.9513677954673767,0.1081678569316864
0.9560723304748535,0.09535056352615356,0.954407274723053,0.10578698664903641
0.9568323493003845,0.0950993150472641,0.9537993669509888,0.10394604504108429
0.95516037940979,0.0955796167254448,0.9528875350952148,0.103986456990242
0.95652836561203,0.09505513310432434,0.9553191661834717,0.103767029941082
0.9549323320388794,0.095805324614048,0.9541033506393433,0.10436253249645233
0.9567563533782959,0.09535564482212067,0.953495442867279,0.10198459029197693
0.9556163549423218,0.09387855231761932,0.953495442867279,0.10535740852355957
0.9562243223190308,0.09399458765983582,0.9559270739555359,0.10237756371498108
0.9559963345527649,0.09376304596662521,0.9528875350952148,0.10434294492006302
0.9566803574562073,0.09349822252988815,0.9550151824951172,0.10066576302051544
0.9566043615341187,0.0935661792755127,0.9541033506393433,0.10282344371080399
0.9570603370666504,0.0944867879152298,0.9537993669509888,0.10155276209115982
0.9566043615341187,0.09487881511449814,0.954407274723053,0.10272039473056793
0.957136332988739,0.09177128970623016,0.954407274723053,0.10293009877204895
0.9569843411445618,0.09184955805540085,0.9525836110115051,0.10748127102851868
0.9566803574562073,0.09352721273899078,0.9550151824951172,0.10286726802587509
0.9573643207550049,0.09370478242635727,0.9531915187835693,0.1026555523276329
0.9560723304748535,0.09388922154903412,0.9550151824951172,0.10066734254360199
0.9566043615341187,0.09331908077001572,0.953495442867279,0.10280242562294006
0.9579723477363586,0.09281659871339798,0.9559270739555359,0.10013280063867569
0.9572123289108276,0.09265254437923431,0.9541033506393433,0.10138145089149475
